spotify_artist_uri,artist_mbid
spotify:artist:0lAWpj5szCSwM4rUMHYmrr,3862342a-43c4-4cdb-8250-bfdbfb5e1419
spotify:artist:0nZHjqvdLoBy50ZzUH5FNU,e3e5fe91-4a41-4955-b4f0-cee91280a697
spotify:artist:0nxWeW71DDYHY26V4LzMz9,47aac83b-10e4-4639-b081-5a809b96fe39
spotify:artist:0p4nmQO2msCgU4IF37Wi3j,0103c1cc-4a09-4a5d-a344-56ad99a77193
spotify:artist:0qVb1coEo0OVOpP9kphf6U,745a0ce5-ba0b-4cb0-871e-5fade438f5ea
spotify:artist:0qlWcS66ohOIi0M8JZwPft,eee862ac-0d4d-441c-94fe-9e2c681d7a48
spotify:artist:0qr7Rhj0yU7BPySYecNUlm,508a7f4b-d153-400d-8e79-a2dba1421a11
spotify:artist:0r63ReVRjxrS4ATbLrdcrL,9ad9a4d3-10a6-4765-b1a4-8100d2cda756
spotify:artist:0rLLyTr5rx0qYKb63MdVW9,5b6b612d-1bdb-449e-83c8-c119a0e67c52
spotify:artist:0rW6fVd3yuW2CF2sLYWQtE,425afcd0-0db2-41d0-a0fa-10af97ee1f77
spotify:artist:0rvjqX7ttXeg3mTy8Xscbt,abd506e1-6f2b-4d6f-b937-92c267f6f88b
spotify:artist:0sYpJ0nCC8AlDrZFeAA7ub,20a846dd-829a-4338-9531-248607c8b4e6
spotify:artist:0tRFWXqKBBQcu5oFVOgVzX,a6bf06a6-756f-4639-b8c0-0960a8d6cc0a
spotify:artist:0tZl5OAXf9jYXFmfRGejs2,ede01908-8896-4f5b-9af5-58cea7038fe8
spotify:artist:0tkHE1pQ5ZCgQb8WZ0ba79,0911a2dd-1e8f-4c63-8c93-e5b853298383
spotify:artist:0tzSBCPJZmHTdOA3ZV2mN3,549c659d-bd39-4acd-b664-d0691036e71a
spotify:artist:0uQWT7X0I9Y7zM7WWexpAj,79d1e9ca-d396-44ac-8a4a-ff5dbe9e44f9
spotify:artist:0uRdK8gy7fXJGRywrlmPM7,98f1b98b-2296-4fb3-ab16-4dffe67f2174
spotify:artist:0xOeVMOz2fVg5BJY3N6akT,166cb987-3156-4166-b0d3-f1ad5a6c514c
spotify:artist:0yb46jwm7gqbZXVXZQ8Z1e,ee0c82bb-85ca-4a3c-94b8-d7221e74333f
spotify:artist:0ztjVBmFk6OuHq6XBBwMI9,1a487104-8f06-46f4-96e2-30a90b4c4430
spotify:artist:11S00dFcvNvJahis8MTGMD,e6ac2d77-315e-4f92-9513-8b277342534e
spotify:artist:12Chz98pHFMPJEknJQMWvI,9c9f1380-2516-4fc9-a3e6-f9f61941d090
spotify:artist:13kJgvU22LHMsJtGWLmx7W,7284b092-eb9d-41fc-9b16-77abe96b1952
spotify:artist:13rF01aOogvnkuQXOlgTW8,48652da5-f54c-4f65-9c11-0fc05df18075
spotify:artist:13yWtUnz63q5VIs5SwoMhy,ca28da19-52e6-4136-bad0-69528459104f
spotify:artist:163tK9Wjr9P9DmM0AVK7lm,8e494408-8620-4c6a-82c2-c2ca4a1e4f12
spotify:artist:16rCzZOMQX7P8Kmn5YKexI,5751a689-8b70-4ba0-a9e6-f8a10f4f8531
spotify:artist:17lzZA2AlOHwCwFALHttmp,dff0d392-4cd5-4052-9fbb-f485df3891e5
spotify:artist:17peneSLV6CavfRbQEACCu,2beede43-9aa3-47ec-bbd3-c8a3d9cdfa81
spotify:artist:181bsRPaVXVlUKXrxwZfHK,ee27b2d8-648c-4a9d-a68c-e55066959975
spotify:artist:18VvNIaKQgZXhSBnu7p5z7,7ece3433-cb65-4054-b919-fc312f6825cb
spotify:artist:19eLuQmk9aCobbVDHc6eek,eea8a864-fcda-4602-9569-38ab446decd6
spotify:artist:19lQ2rJLlP71FOKESiMNJT,6ce952eb-0f9d-4185-92a1-9101480212fe
spotify:artist:19ra5tSw0tWufvUp8GotLo,ccb8f30e-4d71-40c4-8b1d-846dafe73e2c
spotify:artist:1AhjOkOLkbHUfcHDSErXQs,f3463d81-f100-478e-b7ba-3710c6eac781
spotify:artist:1BEohdSWSBggmO979tzRwW,5676c373-0569-4e64-9ac7-1ece03891334
spotify:artist:1BrKLZxBikUgEn6XEVZmrp,24252580-8ddb-44e6-b89b-e6574510790e
spotify:artist:1Do4bSzfUl0KWL9r1fITu0,d2faa4dd-f3fc-4aa9-aa9e-001826d6fdd2
spotify:artist:1Fr6agZ6iSM5Ynn2k4C8sc,322fe370-6ff9-4fad-8c18-a00aa41ba2d9
spotify:artist:1GDbiv3spRmZ1XdM1jQbT7,25be91ac-7d7c-441f-a7d2-98e35d642e4c
spotify:artist:1GxkXlMwML1oSg5eLPiAz3,611700cf-27f0-4dc9-ae80-c513a767853e
spotify:artist:1HY2Jd0NmPuamShAr6KMms,650e7db6-b795-4eb5-a702-5ea2fc46c848
spotify:artist:1Hsdzj7Dlq2I7tHP7501T4,55e6074f-ef78-4ec3-8fff-bd1b8cc8c14a
spotify:artist:1KCSPY1glIKqW2TotWuXOR,f4d5cc07-3bc9-4836-9b15-88a08359bc63
spotify:artist:1MIVXf74SZHmTIp4V4paH4,3a592f93-5c88-4b7c-a10f-8eb3dcbadde7
spotify:artist:1McMsnEElThX1knmY4oliG,6925db17-f35e-42f3-a4eb-84ee6bf5d4b0
spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0,197450cd-0124-4164-b723-3c22dd16494d
spotify:artist:1OjcBoc71FwlzD5cJGx7xk,06a0a239-40b4-4205-bb2e-b931d4cab71d
spotify:artist:1S2S00lgLYLGHWA44qGEUs,2c6c53ea-09d4-4d98-b174-c9aa83d4fecf
spotify:artist:1SIocsqdEefUTE6XKGUiVS,5829cd4f-e693-4b03-abe5-1226243c23d6
spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,039f523f-689a-49be-83c4-bd6fdda61c1f
spotify:artist:1TqQi97nqeiuOJrIFv5Sw0,3037bd18-0079-4e4b-9ce1-758689e210d8
spotify:artist:1U1el3k54VvEUzo3ybLPlM,d0c7656d-8169-4f77-9dbe-b8f24e40105d
spotify:artist:1VwDG9aBflQupaFNjUru9A,e107bde8-78f0-4646-8925-68007a15880e
spotify:artist:1W7FNibLa0O0b572tB2w7t,173ae5e2-b5fe-41fc-a908-5465ac8c72eb
spotify:artist:1Xylc3o4UrD53lo9CvFvVg,134e6410-6954-45d1-bd4a-0f2d2ad5471d
spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,c8b03190-306c-4120-bb0b-6f2ebfc06ea9
spotify:artist:1YRqgFNXqRyMDRr8ClS1NL,67d33c91-279a-4185-a068-b7c6bfc4bc1a
spotify:artist:1YfEcTuGvBQ8xSD1f53UnK,10a9ff92-9637-4498-afea-7044b2ab0dc0
spotify:artist:1bgyxtWjZwA5PQlDsvs9b8,351d8bdf-33a1-45e2-8c04-c85fad20da55
spotify:artist:1bqxdqvUtPWZri43cKHac8,8ce77888-cd3b-4014-b710-88f83ec93633
spotify:artist:1buzCmyYZE4kcdLRudsb8V,ff4fc9b6-bdcd-44ee-b053-c1ccbe47fe4b
spotify:artist:1cjZk1xXn3YCToNg3uJpA7,43fe7a49-2a63-48f1-871c-12450d21eeb1
spotify:artist:1dfeR4HaWDbWqFHLkxsg1d,0383dadf-2a4e-4d10-a46a-e9e041da8eb3
spotify:artist:1dyGPAYZZHHW6WIqwKN5QF,ca452a01-b9db-461d-8e62-23d68747f6ab
spotify:artist:1eTft3tXynrKdo6XD7QHLL,1478adcd-e96c-441b-b5db-89d66ff456f7
spotify:artist:1fWUcRSok57yRm8gPKj1Fc,497ad8ff-0d35-4570-8a46-3f6b344b30b4
spotify:artist:1gBUSTR3TyDdTVFIaQnc02,dc7c8277-d4b6-4bca-bdfe-50eee42536ac
spotify:artist:1kbVoxpFh1eDOXumLmVdKY,cded24f3-361e-4179-8f26-4209479f6187
spotify:artist:1kfWoWgCugPkyxQP8lkRlY,993b5a29-a8f1-49d7-9ef3-e05233041454
spotify:artist:1khChLj7REGqjM043PlYyn,d95a463f-e7d3-4c97-98ba-57f75cb4fda2
spotify:artist:1l0mKo96Jh9HVYONcRl3Yp,e119e5ff-0de0-421c-a630-0516c6acede8
spotify:artist:1l7ZsJRRS8wlW3WfJfPfNS,b202beb7-99bd-47e7-8b72-195c8d72ebdd
spotify:artist:1l8Fu6IkuTP0U5QetQJ5Xt,e565610b-9a8f-451d-b594-ea658d76f725
spotify:artist:1lFLniFTaPjYCtQZvDXpqu,c41fab9f-c9ac-4d6f-9ccc-53f28656e987
spotify:artist:1lHfzEkKmmvdVDDDLKkcsd,03e53482-a069-4e65-aa7a-117ede967ffe
spotify:artist:1mDDvUPSs2dSr4QKAQmOql,132c5fc0-5ec0-4410-a04c-5ad7868b2a69
spotify:artist:1mORehSVEd7lcaT2d7Sl2K,8ad07a28-442d-4f2b-a353-f0928ce17a81
spotify:artist:1mgzY8CsK8lyJy96tT8bV5,e32f2cd6-8695-4914-9c24-72e02ebd09ee
spotify:artist:1mgzY8CsK8lyJy96tT8bV5,f6de138a-d608-495a-a6ab-a9cdc91acd53
spotify:artist:1moxjboGR7GNWYIMWsRjgG,5fee3020-513b-48c2-b1f7-4681b01db0c6
spotify:artist:1o2NpYGqHiCq7FoiYdyd1x,5b0d71ae-eb06-4be1-adbe-89d8fb73a574
spotify:artist:1oSPZhvZMIrWW5I41kPkkY,156fc168-f3c2-4072-b40b-838258e23d78
spotify:artist:1oSPZhvZMIrWW5I41kPkkY,d2582c77-6b0f-4b2f-802f-8f3cad1a5fec
spotify:artist:1ooV8YZC1KbpEcrmI8WH0F,0aeea1ef-8d96-4556-8c4a-84b88ae271bb
spotify:artist:1qBsABYUrxg9afpMtyoFKz,80c72415-d26a-4f49-b13e-544e50b8c188
spotify:artist:1qUjOF5fzrpoNycD36b2jZ,a049a513-f794-4b8d-8c3a-f106cfd22841
spotify:artist:1rAv1GhTQ2rmG94p9lU3rB,c5ce487b-0462-444e-a184-4de0fef7e028
spotify:artist:1rCIEwPp5OnXW0ornlSsRl,4449ccf6-c948-4d33-aa97-b6ad98ce4b5b
spotify:artist:1rKOAlZ7iAHynESWTeSNwl,5d79cd55-6090-43eb-a9aa-f2d598d99eaa
spotify:artist:1rpgxJZxZMLnFNc1Jmyov5,aad45bf7-6652-4717-8ce4-395aaf7e6bce
spotify:artist:1tQn5gWbo3ee6n2Z52ogY5,74c60035-4869-4a93-8eec-9ed3ba6d2b27
spotify:artist:1tcgfoMTT1szjUeaikxRjA,6edc70bb-c340-4ae6-bdd4-d5fb0c7411de
spotify:artist:1uAT5bTSp6dWbNmixIUP5t,b970cd81-7386-443a-8ab2-95d72e013a9b
spotify:artist:1uNFoZAHBGtllmzznpCI3s,e0140a67-e4d1-4f13-8a01-364355bee46e
spotify:artist:1vSN1fsvrzpbttOYGsliDr,e4b87494-a5eb-439d-b3bf-5f1b46d4dc6b
spotify:artist:1wKpMkucynaTfG8lyPprYV,da9bf052-1a66-4737-be10-9f3987980b19
spotify:artist:1xs6WFotNQSXweo0GXrS0O,62cc95e0-86de-46e0-925a-353e330cf4e4
spotify:artist:1yQ8S4xdGOGbUcpaPR6hCM,ea6c62ec-701e-4f01-bbcc-adfad2d3be70
spotify:artist:1yqs45BSh7457Flyhmdv7f,101c4754-1dc7-4c0f-92b9-49d8063d63da
spotify:artist:1yxSLGMDHlW21z4YXirZDS,d5be5333-4171-427e-8e12-732087c6b78e
spotify:artist:1z0Hi3myYw4x32xCq0H3aq,09696205-d071-497e-86d8-774114ad6f08
spotify:artist:1z0Hi3myYw4x32xCq0H3aq,6a5fea79-23e0-4f52-96d3-9aaf13f6b104
spotify:artist:1z2J8XtoQxczs0U1lMWEiZ,acb4b7ab-90c5-4b70-875b-63e9b519052d
spotify:artist:1z4g3DjTBBZKhvAroFlhOM,4f0cb3b7-6c06-4317-ae35-ddf3106a17ee
spotify:artist:1zNqDE7qDGCsyzJwohVaoX,e3d5b5ec-101a-4529-9f2d-01dca64cf44e
spotify:artist:2019zR22qK2RBvCqtudBaI,58dccd50-1dcf-4674-8ba6-31058695d24d
spotify:artist:2067CjQ2nC56cRZX8goeHg,278d7420-2413-4fa5-ae63-5ad67412a470
spotify:artist:20wkVLutqVOYrc0kxFs7rA,b46e298d-d3a5-4695-a03e-63e8c523b23e
spotify:artist:21E3waRsmPlU7jZsS13rcj,a4a01f5d-18e7-4571-8c3a-76ec0e24e2d7
spotify:artist:21UPYSRWFKwtqvSAnFnSvS,29fab96f-c3a2-4251-80f6-7ccda50da706
spotify:artist:22aCD8IrQZjcPgZw728QT6,e7385b1f-6356-45e0-ae5e-f690f19ec508
spotify:artist:22bE4uQ6baNwSHPVcDxLCe,b071f9fa-14b0-4217-8e97-eb41da73f598
spotify:artist:23zg3TcAtWQy7J6upgbUnj,3414d446-735a-443c-931f-10634f57e5b9
spotify:artist:24nUVBIlCGi4twz4nYxJum,705f04e2-fc5b-41ab-b837-1d850d44084a
spotify:artist:250b0Wlc5Vk0CoUsaCY84M,779351de-0da5-4943-928b-495a3c40e8c0
spotify:artist:25IG9fa7cbdmCIy3OnuH57,3248ed2d-bada-41b5-a7b6-ac88faa1f1ac
spotify:artist:25uiPmTg16RbhZWAqwLBy5,260b6184-8828-48eb-945c-bc4cb6fc34ca
spotify:artist:25wMXkplvEHJpJHX8A6Ved,9727b9b2-5e0e-4b2d-a62a-2999a9b3996f
spotify:artist:260LldmHBR0r2wtWtjzNxL,a9b994ea-b2a8-4507-8a19-919686b943c5
spotify:artist:26AHtbjWKiwYzsoGoUZq53,79c67eb5-3851-4b28-bfe0-3adfcd6f58d7
spotify:artist:26VFTg2z8YR0cCuwLzESi2,3377f3bb-60fc-4403-aea9-7e800612e060
spotify:artist:26dSoYclwsYLMAKD3tpOr4,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76
spotify:artist:28ot3wh4oNmoFOdVajibBl,2d623e82-73e2-4179-9c44-e963980f2d58
spotify:artist:29WzbAQtDnBJF09es0uddn,bc85c6f6-6b06-44c1-8754-ef32c1e6b824
spotify:artist:2AZgVjkPB4a4ULepFyPPgZ,621816e6-a72c-416c-89f9-94795d7b23e4
spotify:artist:2AfmfGFbe0A0WsTYm0SDTx,0068ae6c-7156-40f9-a81f-39294af6a549
spotify:artist:2AsusXITU8P25dlRNhcAbG,6f6fd596-76e0-4b82-aa37-f558ac2d337b
spotify:artist:2B69uGl0nh5LMFUAZxVw5y,6d5ca1e9-70bd-4e76-8983-340243cae0fb
spotify:artist:2CQZr2RPZmrcvDnaod1ldC,1fed07c6-adf1-4668-b34b-434ae9741763
spotify:artist:2Cl2zS9nttS8xQeCp7zYT1,0cce4ad9-35d3-486e-b325-98b7afc2bce9
spotify:artist:2CvCyf1gEVhI0mX6aFXmVI,05517043-ff78-4988-9c22-88c68588ebb9
spotify:artist:2CvaqAMMsX576VBehaJ0Wx,08306695-0943-4f91-be93-a39ce7a7804f
spotify:artist:2FXC3k01G6Gw61bmprjgqS,b4691384-50c3-4afd-9988-51d3ec5db65d
spotify:artist:2FgZrgTMX6Sk0VNcOsEPmm,3136917a-3dfa-409c-81f7-9fb225aed3eb
spotify:artist:2GQxKDojobwBjZMPf7aoh0,3bd894b2-ec26-4ca0-b6cf-b5e66ead1f2e
spotify:artist:2HXd5pFHJyaQJr5aXfErrE,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d
spotify:artist:2JhAlkmukNvarUpGhTFXUQ,ad4e8332-861d-4a49-8235-b72888714be4
spotify:artist:2KC9Qb60EaY0kW4eH68vr3,bce172fc-51bb-43f7-9a25-b406a0a581d5
spotify:artist:2LIk90788K0zvyj2JJVwkJ,134cb0bc-06fa-42f7-8078-b0c858349975
spotify:artist:2MMaIlHd8UvDW0mVRAncD6,4861e415-2a6e-4682-98c0-ae212683faf4
spotify:artist:2NJLAUSe3Ifk9MiHbddRAi,6a72650b-8ce3-43fc-9453-6b7a3cf85df3
spotify:artist:2NPduAUeLVsfIauhRwuft1,00a9f935-ba93-4fc8-a33a-993abe9c936b
spotify:artist:2NjfBq1NflQcKSeiDooVjY,663f33f4-8e5f-4773-93ea-493a1135de9a
spotify:artist:2OEGI2wrCVmvavKEOMlccy,e98fc8a6-f523-462a-b221-b55d935f19d8
spotify:artist:2Oz3z7PPQUMU2KNYgcO1sA,8af55e27-c6ad-44f3-a6d2-53df5462798c
spotify:artist:2P1id80CMwR5R5cwcyIIAi,cb8a4667-ee56-4e2e-aba7-dc54fdcb8634
spotify:artist:2PSJ6YriU7JsFucxACpU7Y,08525643-7a01-411e-8188-8bf57261c8b3
spotify:artist:2QM5S4yO6xHgnNvF0nbZZq,ff415d62-f29d-4949-8b36-1dfde54e3737
spotify:artist:2QYEvpsWUOjqaYuxDPTCmV,480cdd78-e54e-4518-9ec9-572a62d7e1e1
spotify:artist:2QeJBmgBdpH4i3uJns5Rdx,d271ec97-748d-4da1-b2fc-1ed72985a984
spotify:artist:2RdwBSPQiwcmiDo9kixcl8,149f91ef-1287-46da-9a8e-87fee02f1471
spotify:artist:2Sqr0DXoaYABbjBo9HaMkM,e54be6b7-5c26-4b47-bb3f-c137429b9b55
spotify:artist:2TMRvcwsmvVhvuEbKVEbZe,2dbc4ab5-45b5-450c-a85f-4e3a83204b1c
spotify:artist:2UVzzx3MOPYV3l6xW2lzBv,30183dca-e6cb-4583-afe1-9e6db8ff82c1
spotify:artist:2WV4xLQooFalR2cit0XSKp,3f13323d-8659-4aeb-978f-880694f3feea
spotify:artist:2WX2uTcsvV5OnS0inACecP,1b8bdee5-783a-4eca-88e5-3e9460739546
spotify:artist:2XMxWKPKCxoLkSdpCViCnr,486067ad-56d6-48b5-957b-d6cfe3e1af73
spotify:artist:2Y34b9AOK30zXgL7cAH4NG,95607d83-b65d-4e57-9e6a-32365456b230
spotify:artist:2Y9AUayH5pyZpVfkDYDfJV,ece1a668-010c-4d2e-ad35-9985c950c320
spotify:artist:2YXlVLKq3X3soXd2aXUtIT,69375447-b0d5-4af8-9b80-44dc0e919eca
spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg,381086ea-f511-4aba-bdf9-71c753dc5077
spotify:artist:2ZvrvbQNrHKwjT7qfGFFUW,27613b78-1b9d-4ec3-9db5-fa0743465fdd
spotify:artist:2a4lU7F8toqKpb5v6Ftqya,909c065e-8b75-45c8-b22c-4ca4ca1a4a38
spotify:artist:2a9bCkqCkLvXM0s3uPvR7M,d7686ac4-e73a-4ec8-a8a6-8f33c4af92a3
spotify:artist:2auC28zjQyVTsiZKNgPRGs,58f1e354-ecbc-4fd3-aa25-97eb1d9bd8b9
spotify:artist:2bWTIIQP9zaVc55RaMGu7e,bdf3cec0-a9ae-4610-90cb-4ee2bc0234bc
spotify:artist:2cevwbv7ISD92VMNLYLHZA,eaf6a7ca-105d-4a94-ba02-8c3e4040319a
spotify:artist:2dIgFjalVxs4ThymZ67YCE,142b343d-bf5a-428c-a64f-6d1a7566bbe9
spotify:artist:2dd5mrQZvg6SmahdgVKDzh,f99b7d67-4e63-4678-aa66-4c6ac0f7d24a
spotify:artist:2e4G04F77jxVuDYo44TCSm,e2b5e62e-7312-4fae-9048-1d40fac17ac5
spotify:artist:2fHcpUAFhqmfloo2HkBN3e,be69d741-9de6-484b-a6fb-463fe976f7f8
spotify:artist:2gsggkzM5R49q6jpPvazou,d24fb461-dee8-41fc-bb15-2f13bb2644a6
spotify:artist:2h93pZq0e7k5yf4dywlkpM,b2ce6c26-f68d-499c-ae01-1f319c1c63ba
spotify:artist:2h93pZq0e7k5yf4dywlkpM,e520459c-dff4-491d-a6e4-c97be35e0044
spotify:artist:2hGh5VOeeqimQFxqXvfCUf,b625448e-bf4a-41c3-a421-72ad46cdb831
spotify:artist:2hRQKC0gqlZGPrmUKbcchR,70e5098b-c4ae-4cd7-9799-3c1b9b57c753
spotify:artist:2hVWBpjLW4Q7fboYz2pVYK,3472754c-1a8f-4466-aad8-b42626bbe8b0
